solver,activation_function,hidden_layers,learning_rate,accuracy,precision,recall,f1_score,fit_time,total_epochs
adam,tanh,"[3, 18, 7]",0.0673,0.1135,0.01135,0.1,0.0203861697350696,2.6,7
sgd,relu,[16],0.0446,0.9499,0.9495922066825688,0.949393523749808,0.949426561056138,4.0,12
adam,relu,[47],0.057,0.931,0.9320589573791622,0.9298427888938706,0.9302647239296664,6.6,11
lbfgs,relu,[62],0.0893,0.9712,0.9711270118426704,0.97083515425674,0.970947057561055,44.6,150
sgd,relu,"[86, 48]",0.0661,0.9747,0.9747566558887752,0.9743932745524296,0.9745076829204736,11.1,15
sgd,relu,"[34, 29, 98, 73]",0.053,0.9691,0.9689905038297784,0.968730018465845,0.9687752774992332,14.8,17
sgd,identity,[53],0.0062,0.9239,0.9231946654624612,0.922667266067568,0.9227867456264878,15.8,36
sgd,logistic,"[38, 16]",0.0219,0.9667,0.966482724199297,0.9663179862178928,0.9663622032870616,39.7,50
adam,identity,"[65, 10, 29, 83]",0.0491,0.9065,0.9063698823006444,0.9049853753007412,0.9052366835385128,8.0,9
adam,tanh,[93],0.0711,0.9308,0.9314838855745606,0.9297984051583588,0.9298242673912316,16.5,18
lbfgs,identity,[61],0.0277,0.9236,0.9227077525324736,0.92252680200307,0.9225532726291577,68.0,250
adam,identity,"[70, 45, 37, 43]",0.0048,0.9131,0.9133598295163068,0.9115781305575424,0.9116699537341878,10.4,10
lbfgs,logistic,"[36, 43, 58, 96]",0.0691,0.1135,0.01135,0.1,0.0203861697350696,33.0,4
adam,tanh,[48],0.0831,0.9194,0.920750402931082,0.9184744215659524,0.9187455865163798,5.2,9
adam,tanh,"[63, 79, 53, 92, 59, 87, 56]",0.0947,0.1135,0.01135,0.1,0.0203861697350696,12.6,7
adam,relu,"[47, 4, 56, 12]",0.0886,0.1135,0.01135,0.1,0.0203861697350696,5.1,7
adam,identity,[44],0.0005,0.9254,0.925131944274345,0.9242253346227646,0.9243715148681796,5.5,11
sgd,identity,"[49, 70]",0.011,0.9245,0.9237255068707896,0.9232818639706302,0.923327442351978,11.3,17
sgd,identity,[27],0.0888,0.9222,0.921528393893754,0.92115943574248,0.9211411178553696,4.9,11
adam,relu,"[26, 18, 45]",0.0862,0.6926,0.6424004458642096,0.6841730112127016,0.6513940149507107,3.4,5
sgd,tanh,[40],0.0642,0.966,0.9658996246162596,0.9655628667891516,0.9656630741461466,7.1,14
sgd,relu,"[16, 59]",0.065,0.9598,0.9595596253701568,0.959422270489612,0.9594107514935464,6.4,16
adam,identity,"[3, 97]",0.0867,0.792,0.7962229155748193,0.7891027053819449,0.7871045327559467,2.4,6
lbfgs,tanh,[26],0.0048,0.9596,0.9591849040569768,0.9591011396523582,0.9591226218138404,17.9,100
adam,logistic,"[50, 26, 2, 57]",0.0472,0.9173,0.9167163015753206,0.9165237661211868,0.9164938742636956,21.8,17
adam,logistic,[23],0.0898,0.9342,0.9332502492030038,0.9332764776397948,0.933148932766584,9.5,18
sgd,identity,[14],0.0447,0.924,0.9236117157962994,0.9229615547522382,0.923117414927486,4.2,14
adam,identity,"[9, 84, 63, 7]",0.0503,0.8967,0.896724273668226,0.8951746709326478,0.8951080168134264,5.4,9
adam,identity,[14],0.0391,0.9062,0.9060559715534856,0.9044866285555082,0.9048955262381968,1.9,6
sgd,logistic,"[47, 57]",0.0673,0.974,0.9737938804389182,0.9738748370507728,0.9738150622606568,36.5,37
sgd,relu,[47],0.0835,0.9718,0.9717536975640227,0.9715175324087066,0.9715791760501588,7.9,17
sgd,identity,"[15, 77]",0.018,0.9215,0.9206109038090168,0.9203743106319456,0.9204415331874108,4.6,12
adam,tanh,[44],0.0258,0.9468,0.946514368856702,0.9459349036969892,0.9460683351211864,4.7,9
adam,identity,[32],0.0593,0.9004,0.9045575192745792,0.898890633138457,0.8994333541433169,2.2,5
sgd,relu,[48],0.088,0.9736,0.9733169216136602,0.9733696468448648,0.9733206960795766,8.8,20
sgd,identity,[46],0.016,0.9242,0.9232748218719012,0.92304535446879,0.9230438213183312,8.4,19
lbfgs,identity,"[23, 13]",0.0344,0.9255,0.9245649008262576,0.9244158829557902,0.9244183174380336,16.8,100
lbfgs,relu,"[7, 72]",0.0574,0.8112,0.8071520148055458,0.8081456588929248,0.8065826210776562,21.5,100
lbfgs,identity,[13],0.0586,0.9262,0.925202174693271,0.925123093318524,0.9250813740996098,12.4,100
lbfgs,logistic,"[22, 34]",0.0006,0.9483,0.9477899654496704,0.9475067699447474,0.9475852772139504,40.5,100
lbfgs,relu,"[47, 74]",0.0292,0.9598,0.959341469311475,0.959478630032996,0.9593680437451372,35.3,100
adam,tanh,"[48, 88, 28]",0.0286,0.9226,0.9224552792107852,0.9216385204229888,0.9213158048584692,6.2,7
sgd,tanh,[26],0.0251,0.9598,0.9595596820054502,0.9593509066394986,0.9594131445602344,9.4,28
lbfgs,identity,[49],0.0859,0.925,0.9240965063750008,0.9239577725649444,0.9239402751290776,24.5,100
lbfgs,relu,[50],0.0563,0.9668,0.9666246443096764,0.9663020072428766,0.9664080744904338,28.1,100
sgd,identity,"[2, 2, 62, 49, 87]",0.0363,0.6771,0.6649850746307799,0.6714739939303923,0.6665546817646096,6.2,9
adam,logistic,"[46, 36, 65]",0.0873,0.8891,0.888715930587081,0.8870704815233065,0.8871492219664994,23.4,16
sgd,relu,[11],0.0901,0.9406,0.940315928245182,0.9397640383290458,0.9397676599297344,5.4,19
sgd,tanh,[16],0.0159,0.9463,0.9457657993151952,0.9454227111922974,0.94551252908116,8.3,27
adam,logistic,"[31, 55]",0.0392,0.9515,0.9512850011739205,0.9507805555841924,0.950957443128128,12.3,13
lbfgs,relu,"[74, 55, 16, 57]",0.1833,0.9728,0.972627320187074,0.9725276824520446,0.972568888014648,160.3,288
sgd,relu,[43],0.3773,0.9518,0.9514426529231456,0.9514154843560098,0.9512582722640652,7.7,14
lbfgs,relu,[84],0.0854,0.9752,0.9752016430050364,0.9749199781305518,0.9750321846531428,52.5,140
adam,tanh,"[42, 31, 100, 96, 80]",0.1635,0.1135,0.01135,0.1,0.0203861697350696,10.4,9
sgd,tanh,"[37, 33]",0.0442,0.9707,0.9706228641271826,0.9703626691818188,0.970437714503818,7.6,17
sgd,relu,"[44, 82, 61]",0.4937,0.1135,0.01135,0.1,0.0203861697350696,3.8,5
sgd,logistic,"[55, 97, 38]",0.0257,0.9464,0.9459583744180884,0.9459809506900624,0.9457355763709112,34.8,26
adam,relu,[80],0.4987,0.3089,0.4980499764361631,0.3065757524812954,0.2788830326059643,3.0,5
adam,tanh,"[91, 76]",0.3253,0.3783,0.3311216249746003,0.3792786098080585,0.2803326627413525,4.2,5
lbfgs,tanh,[30],0.0908,0.9591,0.9588792273125634,0.9584991360300332,0.958636216473729,10.4,55
sgd,relu,[72],0.4161,0.9669,0.966858964013486,0.9667573702608158,0.9666932239216794,4.6,10
lbfgs,logistic,[59],0.0198,0.9558,0.9554504677953788,0.9552507993363768,0.9553195577251844,24.5,50
lbfgs,relu,"[98, 62, 8, 49]",0.1649,0.971,0.9709400971082608,0.970746445657226,0.970811891788482,146.1,263
sgd,logistic,[90],0.4237,0.9782,0.978047806332411,0.9779725456877512,0.977996496089972,12.4,16
lbfgs,logistic,[22],0.4707,0.9417,0.9410815049054456,0.94081969868649,0.9408715249075248,9.9,44
sgd,tanh,"[18, 42]",0.3886,0.9396,0.9395872397377266,0.9388065549422135,0.9388479640889508,5.1,16
lbfgs,logistic,[85],0.229,0.9605,0.9604090314646244,0.960094293236756,0.9602038707943794,35.4,59
adam,relu,"[49, 71]",0.2828,0.1135,0.01135,0.1,0.0203861697350696,4.4,7
lbfgs,logistic,[41],0.1876,0.9558,0.9552906440667464,0.9551817612234912,0.9552081824188166,17.4,47
sgd,relu,[47],0.0449,0.9669,0.9669285684761636,0.9664973905703852,0.9666409326476644,4.6,13
lbfgs,tanh,[5],0.2412,0.9018,0.900275818541297,0.9004902502376213,0.900310467486344,38.9,350
sgd,relu,"[95, 91]",0.2355,0.9717,0.9715637318664034,0.971439572683877,0.9713626624411328,8.5,12
lbfgs,tanh,"[41, 77, 70]",0.3312,0.9651,0.9648101479290856,0.9646035902904698,0.964660936494635,24.5,57
adam,relu,[30],0.101,0.8261,0.8118905537610578,0.8161936922214034,0.7997111195891947,3.4,8
sgd,logistic,"[28, 66]",0.1212,0.9656,0.96519010562429,0.9653673205287444,0.965205173449094,13.0,17
sgd,tanh,"[9, 86]",0.0522,0.931,0.9302052450520902,0.9300616803393922,0.930032455060527,2.6,8
adam,tanh,[90],0.3485,0.795,0.8282994745894335,0.7949892732318846,0.7986717705749201,4.9,7
sgd,tanh,"[87, 81]",0.2768,0.9722,0.972025656829078,0.9719018598774566,0.9719295649346342,7.7,12
lbfgs,tanh,"[31, 44, 28]",0.2714,0.9621,0.961654722705694,0.961644257367426,0.9616313372872414,22.8,86
sgd,logistic,"[4, 20]",0.0691,0.8686,0.8674629741832476,0.8668186093552872,0.8664657162417019,7.5,22
adam,logistic,[21],0.1415,0.9001,0.8994786941775821,0.898684166320232,0.8986395232318204,5.8,14
adam,logistic,"[93, 54, 49, 62, 9, 34, 91]",0.3714,0.1135,0.01135,0.1,0.0203861697350696,17.4,6
adam,logistic,[81],0.0984,0.9285,0.9277834849241152,0.9278430470786744,0.9276552070022296,9.8,10
adam,relu,[61],0.4463,0.2389,0.3079784312034492,0.2390925095909988,0.1777552664376599,2.9,5
lbfgs,relu,"[98, 77]",0.4953,0.976,0.9758592219209324,0.9757472790549002,0.9757956701339796,87.4,179
sgd,logistic,[13],0.2825,0.9432,0.943250444762184,0.942397119507838,0.9424404082432748,4.2,14
sgd,tanh,"[29, 45, 31]",0.1275,0.9676,0.9673406343324004,0.9673032984346064,0.9672683677603808,6.3,12
sgd,logistic,[3],0.0258,0.7776,0.7700955233312003,0.7726639374540099,0.7688064785619295,11.0,50
adam,tanh,"[66, 48]",0.1106,0.8083,0.8162933636296049,0.8069872807809174,0.8054658383853432,4.7,7
lbfgs,relu,"[47, 12]",0.1571,0.9672,0.967078230681849,0.9668337921935894,0.9669331315695506,71.3,259
sgd,relu,"[27, 46]",0.1653,0.9574,0.9579093104970878,0.95693958457455,0.9570970876253222,4.7,12
sgd,tanh,"[17, 32, 80, 6, 60, 57, 17, 64, 41, 12]",0.1,0.9376,0.9369449397092612,0.9368946681530618,0.936665149120626,13.4,15
adam,tanh,[56],0.2221,0.868,0.8702138020260157,0.8662969384860804,0.8663770679114021,7.4,13
adam,relu,"[97, 14]",0.3337,0.1028,0.01028,0.1,0.0186434530286543,3.7,5
lbfgs,logistic,"[89, 74]",0.0353,0.953,0.9524238690691014,0.9523509458890226,0.9523550993072152,75.5,78
lbfgs,tanh,[35],0.1338,0.9594,0.9588800133427282,0.9588853716342054,0.9588655108554696,13.1,60
sgd,relu,"[48, 63, 34]",0.057,0.9698,0.9697783316562316,0.9692621705618568,0.9694519290984848,7.2,11
lbfgs,tanh,"[93, 27, 60]",0.2732,0.9735,0.9732267000918852,0.9731294612942456,0.9731511474904432,42.2,82
adam,relu,"[25, 53]",0.4013,0.101,0.0101,0.1,0.0183469573115349,3.5,7
sgd,relu,"[92, 68]",0.3876,0.933,0.9326779902519586,0.9323092070178202,0.9320379759768542,7.2,11
adam,relu,"[88, 74]",0.1657,0.3923,0.3121995340426536,0.3790304820824574,0.3138951809528704,8.6,9
lbfgs,relu,"[17, 41, 72, 70]",0.0611,0.9629,0.9626026233901832,0.9624501445600968,0.962492138493355,139.9,350
sgd,tanh,"[58, 58, 61, 13, 89]",0.0333,0.9727,0.9726552165813878,0.9721907471216108,0.9723584839272924,12.5,15
lbfgs,relu,[10],0.1187,0.9141,0.9128873499792876,0.9127009021522154,0.9126785632749016,42.3,350
sgd,tanh,"[37, 76]",0.3798,0.9619,0.9620890830819168,0.9611112023708288,0.9613791182144008,7.9,17
sgd,relu,[91],0.3369,0.9726,0.9725325844859356,0.9721257338106474,0.9722768996763632,4.1,7
sgd,logistic,"[11, 89, 8]",0.3817,0.9327,0.9322430831890806,0.9321781031907164,0.9315044827404764,11.8,18
sgd,tanh,[57],0.4261,0.9666,0.9665599140670368,0.9661953972918906,0.9662756173026168,4.0,10
lbfgs,relu,"[72, 60, 18, 62]",0.3757,0.9711,0.9709460513266596,0.9707483074742485,0.9708394973974308,153.9,293
sgd,relu,[49],0.3146,0.967,0.9666150834193856,0.9669804125048704,0.9666688340033164,4.3,11
lbfgs,tanh,"[46, 39]",0.1605,0.964,0.9636731091558028,0.963464935906272,0.9635491412308737,19.1,62
sgd,logistic,"[96, 41, 49, 45, 24]",0.1936,0.1135,0.01135,0.1,0.0203861697350696,11.6,6
lbfgs,tanh,[40],0.0458,0.9616,0.9612933147478728,0.9610303129035336,0.9611242723082674,14.6,56
lbfgs,logistic,"[8, 73, 84, 21, 60, 93, 100, 86, 34, 82]",0.4101,0.1135,0.01135,0.1,0.0203861697350696,17.3,3
lbfgs,logistic,"[88, 9, 70]",0.1538,0.1135,0.01135,0.1,0.0203861697350696,5.6,3
sgd,logistic,[86],0.0684,0.9722,0.9719635310117848,0.9719893942846368,0.9719570689179968,17.3,23
sgd,logistic,"[10, 75, 7, 95]",0.104,0.1135,0.01135,0.1,0.0203861697350696,9.4,9
adam,relu,"[13, 58, 3]",0.0363,0.1028,0.01028,0.1,0.0186434530286543,2.1,5
adam,logistic,"[37, 55, 39]",0.2815,0.1135,0.01135,0.1,0.0203861697350696,5.4,5
adam,relu,[62],0.2029,0.3018,0.2252282389537021,0.2897421485785955,0.2163849260403433,4.1,7
sgd,tanh,"[71, 33, 46, 14, 62]",0.4067,0.1135,0.01135,0.1,0.0203861697350696,10.9,14
adam,logistic,"[29, 41, 94, 16, 12]",0.229,0.1028,0.01028,0.1,0.0186434530286543,7.6,6
lbfgs,relu,"[95, 79, 93, 63]",0.3045,0.9725,0.9722500530721676,0.9722195539716036,0.9722085273262592,21795.7,248
sgd,relu,"[88, 40, 6]",0.0419,0.9671,0.9671085113853076,0.9666200287003782,0.9667052119013796,11.0,9
sgd,logistic,"[38, 75]",0.3512,0.967,0.9667869770358649,0.9666510600905595,0.9666277797338217,14.9,13
sgd,relu,[69],0.1129,0.9768,0.9765637795973028,0.9766744700872712,0.976572752112453,6.8,10
adam,tanh,[5],0.0956,0.8225,0.8220825293831135,0.8202509608502805,0.8192767880567038,3.7,11
lbfgs,logistic,"[6, 49, 10, 18, 21, 92, 87]",0.4207,0.1135,0.01135,0.1,0.0203861697350696,8.3,3
sgd,relu,[17],0.2816,0.9456,0.9452962895078942,0.9447956737204735,0.9449491871373252,5.1,16
adam,logistic,[59],0.3496,0.8714,0.87191537641503,0.8690907039450112,0.8686285524810675,9.2,9
sgd,relu,"[73, 33]",0.1913,0.9732,0.9730754571048863,0.972758833831669,0.9728637451330341,9.9,16
adam,logistic,[98],0.3899,0.8626,0.8639621917310585,0.8607940966275519,0.8609168956975497,9.1,7
adam,logistic,"[84, 60, 53, 21, 30, 54]",0.2404,0.1028,0.010280000000000001,0.1,0.018643453028654333,11.9,5
lbfgs,tanh,[46],0.1131,0.9595,0.9592323319073899,0.9589818246294473,0.9590654014027,12.2,51
